accuracy,loss,val_accuracy,val_loss,learning_rate
0.8323792815208435,0.6178692579269409,0.8857331275939941,0.5105533003807068,9.999999747378752e-06
0.8876412510871887,0.4974593222141266,0.8857331275939941,0.45999133586883545,9.999999747378752e-06
0.890503466129303,0.4676356911659241,0.8857331275939941,0.4479217827320099,9.999999747378752e-06
0.8913841247558594,0.4572584629058838,0.8857331275939941,0.4423373341560364,9.999999747378752e-06
0.8912373185157776,0.45087671279907227,0.8857331275939941,0.4376247823238373,9.999999747378752e-06
0.8912373185157776,0.4424222409725189,0.8857331275939941,0.43277597427368164,9.999999747378752e-06
0.8913107514381409,0.4358949363231659,0.8857331275939941,0.4277067184448242,9.999999747378752e-06
0.8913107514381409,0.4246944189071655,0.8857331275939941,0.41996774077415466,9.999999747378752e-06
0.8913107514381409,0.41530102491378784,0.8857331275939941,0.4117732644081116,9.999999747378752e-06
0.8913841247558594,0.4038321375846863,0.8857331275939941,0.4017829895019531,9.999999747378752e-06
0.8928518891334534,0.38812655210494995,0.8857331275939941,0.38585200905799866,9.999999747378752e-06
0.8952003717422485,0.36865749955177307,0.8857331275939941,0.3704429566860199,9.999999747378752e-06
0.8991633653640747,0.3518584668636322,0.8883751630783081,0.35843726992607117,9.999999747378752e-06
0.9040804505348206,0.3357187807559967,0.8956406712532043,0.3439309000968933,9.999999747378752e-06
0.9105386734008789,0.3215915560722351,0.9048877358436584,0.33112359046936035,9.999999747378752e-06
0.9149420261383057,0.30670130252838135,0.9081902503967285,0.32517197728157043,9.999999747378752e-06
0.9209599494934082,0.2936199903488159,0.9055482149124146,0.3189346492290497,9.999999747378752e-06
0.9239689111709595,0.28372499346733093,0.9081902503967285,0.3154465854167938,9.999999747378752e-06
0.9291794896125793,0.2719171643257141,0.9121532440185547,0.3163476288318634,9.999999747378752e-06
0.9312344193458557,0.265733540058136,0.9095112085342407,0.3085889518260956,9.999999747378752e-06
0.9323352575302124,0.25889474153518677,0.9088507294654846,0.309158056974411,9.999999747378752e-06
0.9376926422119141,0.25276926159858704,0.9095112085342407,0.3103935122489929,9.999999747378752e-06
0.9391604065895081,0.24606725573539734,0.9095112085342407,0.315125972032547,9.999999747378752e-06
0.9410685300827026,0.2423838973045349,0.9101717472076416,0.31030240654945374,9.999999747378752e-06
0.9433435797691345,0.2362070083618164,0.9114927053451538,0.3149394989013672,9.999999747378752e-06
0.94591224193573,0.22785168886184692,0.9147952198982239,0.3174707293510437,9.999999747378752e-06
0.9485542178153992,0.2235656976699829,0.9134742617607117,0.31779876351356506,9.999999747378752e-06
0.9503155946731567,0.220005065202713,0.9095112085342407,0.3185979425907135,9.999999747378752e-06
0.9489212036132812,0.21833376586437225,0.9121532440185547,0.3193410336971283,9.999999747378752e-06
0.9525172710418701,0.21041391789913177,0.9134742617607117,0.32089605927467346,9.999999747378752e-06
